ID,PHENOTYPE,SAMPLE_SIZE,METHODOLOGY,PARAMETERS,NO_VARIANTS,FTP_WEBPAGE,NO_NONZERO_VARIANTS,NONZERO_FRACTION
PGS003065,Smoking Status,1232091,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.00e-02",17138,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003065/ScoringFiles/PGS003065.txt.gz,17138,1
PGS003066,Smoking Status,1232091,PLINK,LD Clumping through Plink1.9 & P-value threshold <=5.00e-02,39469,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003066/ScoringFiles/PGS003066.txt.gz,39469,1
PGS003067,Smoking Status,1232091,DBSLMM,DBSLMM default parameter,244,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003067/ScoringFiles/PGS003067.txt.gz,72,0.29508196721311475
PGS003068,Smoking Status,1232091,PRS-CS,PRS-CS (auto)auto,1110662,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003068/ScoringFiles/PGS003068.txt.gz,1110662,1
PGS003069,Systolic Blood Pressure,340159,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00264,775138,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003069/ScoringFiles/PGS003069.txt.gz,464965,0.5998480270609878
PGS003070,Systolic Blood Pressure,340159,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.00e-02",24765,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003070/ScoringFiles/PGS003070.txt.gz,24765,1
PGS003071,Systolic Blood Pressure,340159,PLINK,LD Clumping through Plink1.9 & P-value threshold <=2.51e-02,41867,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003071/ScoringFiles/PGS003071.txt.gz,41867,1
PGS003072,Systolic Blood Pressure,340159,DBSLMM,DBSLMM default parameter,7477086,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003072/ScoringFiles/PGS003072.txt.gz,7476979,0.9999856896122367
PGS003073,Systolic Blood Pressure,340159,PRS-CS,PRS-CS (auto)auto,1113831,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003073/ScoringFiles/PGS003073.txt.gz,1113831,1
PGS003074,Systolic Blood Pressure,340159,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00264,730914,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003074/ScoringFiles/PGS003074.txt.gz,440303,0.602400556016166
PGS003075,Systolic Blood Pressure,340159,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=5.01e-03",16283,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003075/ScoringFiles/PGS003075.txt.gz,16283,1
PGS003076,Systolic Blood Pressure,340159,PLINK,LD Clumping through Plink1.9 & P-value threshold <=2.00e-02,25673,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003076/ScoringFiles/PGS003076.txt.gz,25673,1
PGS003077,Systolic Blood Pressure,340159,DBSLMM,DBSLMM default parameter,7477072,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003077/ScoringFiles/PGS003077.txt.gz,7476979,0.9999875619761318
PGS003078,Systolic Blood Pressure,340159,PRS-CS,PRS-CS (auto)auto,1113831,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003078/ScoringFiles/PGS003078.txt.gz,1113831,1
PGS003079,Systolic Blood Pressure,31281,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.5;Lambda=0.00886,354112,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003079/ScoringFiles/PGS003079.txt.gz,142903,0.4035531131393457
PGS003080,Systolic Blood Pressure,31281,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=7.94e-03",11085,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003080/ScoringFiles/PGS003080.txt.gz,11085,1
PGS003081,Systolic Blood Pressure,31281,PLINK,LD Clumping through Plink1.9 & P-value threshold <=5.00e-02,22519,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003081/ScoringFiles/PGS003081.txt.gz,22519,1
PGS003082,Systolic Blood Pressure,31281,DBSLMM,DBSLMM default parameter,6341932,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003082/ScoringFiles/PGS003082.txt.gz,6341927,0.9999992115967185
PGS003083,Systolic Blood Pressure,31281,PRS-CS,PRS-CS (auto)auto,1113774,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003083/ScoringFiles/PGS003083.txt.gz,1113774,1
PGS003084,Systolic Blood Pressure,31281,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00886,353555,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003084/ScoringFiles/PGS003084.txt.gz,267424,0.7563858522719238
PGS003085,Systolic Blood Pressure,31281,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.00e-02",13447,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003085/ScoringFiles/PGS003085.txt.gz,13447,1
PGS003086,Systolic Blood Pressure,31281,PLINK,LD Clumping through Plink1.9 & P-value threshold <=3.98e-02,27471,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003086/ScoringFiles/PGS003086.txt.gz,27471,1
PGS003087,Systolic Blood Pressure,31281,DBSLMM,DBSLMM default parameter,6762103,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003087/ScoringFiles/PGS003087.txt.gz,6762097,0.9999991127020692
PGS003088,Systolic Blood Pressure,31281,PRS-CS,PRS-CS (auto)auto,1113774,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003088/ScoringFiles/PGS003088.txt.gz,1113774,1
PGS003089,Type 2 Diabetes,360192,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00264,488969,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003089/ScoringFiles/PGS003089.txt.gz,328731,0.6722941536171004
PGS003090,Type 2 Diabetes,360192,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=3.98e-04",1888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003090/ScoringFiles/PGS003090.txt.gz,1888,1
PGS003091,Type 2 Diabetes,360192,PLINK,LD Clumping through Plink1.9 & P-value threshold <=3.98e-04,2707,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003091/ScoringFiles/PGS003091.txt.gz,2707,1
PGS003092,Type 2 Diabetes,360192,DBSLMM,DBSLMM default parameter,10304000,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003092/ScoringFiles/PGS003092.txt.gz,10303995,0.9999995147515528
PGS003093,Type 2 Diabetes,360192,PRS-CS,PRS-CS (auto),1113832,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003093/ScoringFiles/PGS003093.txt.gz,1113832,1
PGS003094,Type 2 Diabetes,70127,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00886,266890,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003094/ScoringFiles/PGS003094.txt.gz,63098,0.23641949866986398
PGS003095,Type 2 Diabetes,70127,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=3.98e-07",45,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003095/ScoringFiles/PGS003095.txt.gz,45,1
PGS003096,Type 2 Diabetes,70127,PLINK,LD Clumping through Plink1.9 & P-value threshold <=7.94e-07,46,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003096/ScoringFiles/PGS003096.txt.gz,46,1
PGS003097,Type 2 Diabetes,70127,DBSLMM,DBSLMM default parameter,229,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003097/ScoringFiles/PGS003097.txt.gz,166,0.7248908296943232
PGS003098,Type 2 Diabetes,70127,PRS-CS,PRS-CS (auto),1116101,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003098/ScoringFiles/PGS003098.txt.gz,1116101,1
PGS003099,Type 2 Diabetes,61714,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.2;Lambda=0.00886,555512,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003099/ScoringFiles/PGS003099.txt.gz,32122,0.057824133412059504
PGS003100,Type 2 Diabetes,61714,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=5.00e-03",5693,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003100/ScoringFiles/PGS003100.txt.gz,5693,1
PGS003101,Type 2 Diabetes,61714,PLINK,LD Clumping through Plink1.9 & P-value threshold <=5.00e-03,5693,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003101/ScoringFiles/PGS003101.txt.gz,5693,1
PGS003102,Type 2 Diabetes,61714,DBSLMM,DBSLMM default parameter,5052574,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003102/ScoringFiles/PGS003102.txt.gz,5052574,1
PGS003103,Type 2 Diabetes,61714,PRS-CS,PRS-CS (auto),945820,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003103/ScoringFiles/PGS003103.txt.gz,945820,1
PGS003104,Type 2 Diabetes,159208,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00546,374510,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003104/ScoringFiles/PGS003104.txt.gz,133648,0.3568609649942592
PGS003105,Type 2 Diabetes,159208,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=5.00e-06",187,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003105/ScoringFiles/PGS003105.txt.gz,187,1
PGS003106,Type 2 Diabetes,159208,PLINK,LD Clumping through Plink1.9 & P-value threshold <=5.00e-06,187,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003106/ScoringFiles/PGS003106.txt.gz,187,1
PGS003107,Type 2 Diabetes,159208,DBSLMM,DBSLMM default parameter,995,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003107/ScoringFiles/PGS003107.txt.gz,879,0.8834170854271357
PGS003108,Type 2 Diabetes,159208,PRS-CS,PRS-CS (auto),1118480,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003108/ScoringFiles/PGS003108.txt.gz,1118480,1
PGS003109,Type 2 Diabetes,70127,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00886,311565,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003109/ScoringFiles/PGS003109.txt.gz,69705,0.22372538635597708
PGS003110,Type 2 Diabetes,70127,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=7.94e-06",118,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003110/ScoringFiles/PGS003110.txt.gz,118,1
PGS003111,Type 2 Diabetes,70127,PLINK,LD Clumping through Plink1.9 & P-value threshold <=3.98e-06,143,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003111/ScoringFiles/PGS003111.txt.gz,143,1
PGS003112,Type 2 Diabetes,70127,DBSLMM,DBSLMM default parameter,222,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003112/ScoringFiles/PGS003112.txt.gz,158,0.7117117117117117
PGS003113,Type 2 Diabetes,70127,PRS-CS,PRS-CS (auto),1117087,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003113/ScoringFiles/PGS003113.txt.gz,1117087,1
PGS003114,Type 2 Diabetes,61714,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.2;Lambda=0.001,555528,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003114/ScoringFiles/PGS003114.txt.gz,163191,0.2937583704151726
PGS003115,Type 2 Diabetes,61714,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.00e-01",31462,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003115/ScoringFiles/PGS003115.txt.gz,31462,1
PGS003116,Type 2 Diabetes,61714,PLINK,LD Clumping through Plink1.9 & P-value threshold <=1.00e-01,31462,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003116/ScoringFiles/PGS003116.txt.gz,31462,1
PGS003117,Type 2 Diabetes,61714,DBSLMM,DBSLMM default parameter,5052993,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003117/ScoringFiles/PGS003117.txt.gz,5052993,1
PGS003118,Type 2 Diabetes,61714,PRS-CS,PRS-CS (auto),945921,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003118/ScoringFiles/PGS003118.txt.gz,945921,1
PGS003119,Type 2 Diabetes,159208,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00546,407553,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003119/ScoringFiles/PGS003119.txt.gz,144574,0.3547366845539108
PGS003120,Type 2 Diabetes,159208,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=5.00e-06",193,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003120/ScoringFiles/PGS003120.txt.gz,193,1
PGS003121,Type 2 Diabetes,159208,PLINK,LD Clumping through Plink1.9 & P-value threshold <=5.00e-06,193,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003121/ScoringFiles/PGS003121.txt.gz,193,1
PGS003122,Type 2 Diabetes,159208,DBSLMM,DBSLMM default parameter,264,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003122/ScoringFiles/PGS003122.txt.gz,139,0.5265151515151515
PGS003123,Type 2 Diabetes,159208,PRS-CS,PRS-CS (auto),1119522,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003123/ScoringFiles/PGS003123.txt.gz,1119522,1
PGS003124,Thinness,9203,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=1;Lambda=0.02336,224595,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003124/ScoringFiles/PGS003124.txt.gz,113296,0.5044457801821056
PGS003125,Thinness,9203,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.58e-04",256,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003125/ScoringFiles/PGS003125.txt.gz,256,1
PGS003126,Thinness,9203,PLINK,LD Clumping through Plink1.9 & P-value threshold <=3.16e-04,351,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003126/ScoringFiles/PGS003126.txt.gz,351,1
PGS003127,Thinness,9203,DBSLMM,DBSLMM default parameter,344981,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003127/ScoringFiles/PGS003127.txt.gz,344968,0.9999623167652711
PGS003128,Thinness,9203,PRS-CS,PRS-CS (auto)auto_traitBMI_prefixSTILTS_UKHLS,1116425,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003128/ScoringFiles/PGS003128.txt.gz,1116425,1
PGS003129,Thinness,9203,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=1;Lambda=0.001,281336,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003129/ScoringFiles/PGS003129.txt.gz,281336,1
PGS003130,Thinness,9203,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=2.51e-03",4280,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003130/ScoringFiles/PGS003130.txt.gz,4280,1
PGS003131,Thinness,9203,PLINK,LD Clumping through Plink1.9 & P-value threshold <=3.16e-02,5164,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003131/ScoringFiles/PGS003131.txt.gz,5164,1
PGS003132,Thinness,9203,DBSLMM,DBSLMM default parameter,41698,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003132/ScoringFiles/PGS003132.txt.gz,41687,0.9997361983788191
PGS003133,Thinness,9203,PRS-CS,PRS-CS (auto)auto,1117469,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003133/ScoringFiles/PGS003133.txt.gz,1117469,1
PGS003134,Total Cholesterol,344278,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00336,585328,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003134/ScoringFiles/PGS003134.txt.gz,267662,0.4572854877948774
PGS003135,Total Cholesterol,344278,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=2.00e-04",2822,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003135/ScoringFiles/PGS003135.txt.gz,2822,1
PGS003136,Total Cholesterol,344278,PLINK,LD Clumping through Plink1.9 & P-value threshold <=2.00e-04,3566,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003136/ScoringFiles/PGS003136.txt.gz,3566,1
PGS003137,Total Cholesterol,344278,DBSLMM,DBSLMM default parameter,7459292,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003137/ScoringFiles/PGS003137.txt.gz,7459156,0.9999817677066403
PGS003138,Total Cholesterol,344278,PRS-CS,PRS-CS (auto)auto,1113831,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003138/ScoringFiles/PGS003138.txt.gz,1113831,1
PGS003139,Total Cholesterol,344278,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00336,569518,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003139/ScoringFiles/PGS003139.txt.gz,259831,0.4562296538476396
PGS003140,Total Cholesterol,344278,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=2.00e-04",2863,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003140/ScoringFiles/PGS003140.txt.gz,2863,1
PGS003141,Total Cholesterol,344278,PLINK,LD Clumping through Plink1.9 & P-value threshold <=3.16e-04,3604,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003141/ScoringFiles/PGS003141.txt.gz,3604,1
PGS003142,Total Cholesterol,344278,DBSLMM,DBSLMM default parameter,7459288,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003142/ScoringFiles/PGS003142.txt.gz,7459156,0.9999823039410732
PGS003143,Total Cholesterol,344278,PRS-CS,PRS-CS (auto)auto,1113831,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003143/ScoringFiles/PGS003143.txt.gz,1113831,1
PGS003144,Triglycerides,343992,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00264,762608,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003144/ScoringFiles/PGS003144.txt.gz,459988,0.603177517151669
PGS003145,Triglycerides,343992,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.58e-03",9693,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003145/ScoringFiles/PGS003145.txt.gz,9693,1
PGS003146,Triglycerides,343992,PLINK,LD Clumping through Plink1.9 & P-value threshold <=6.31e-05,13680,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003146/ScoringFiles/PGS003146.txt.gz,13680,1
PGS003147,Triglycerides,343992,DBSLMM,DBSLMM default parameter,8924773,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003147/ScoringFiles/PGS003147.txt.gz,8924704,0.9999922687109241
PGS003148,Triglycerides,343992,PRS-CS,PRS-CS (auto)auto,1113831,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003148/ScoringFiles/PGS003148.txt.gz,1113831,1
PGS003149,Triglycerides,343992,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00264,705677,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003149/ScoringFiles/PGS003149.txt.gz,430787,0.6104591760819752
PGS003150,Triglycerides,343992,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=5.00e-04",5113,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003150/ScoringFiles/PGS003150.txt.gz,5113,1
PGS003151,Triglycerides,343992,PLINK,LD Clumping through Plink1.9 & P-value threshold <=3.98e-04,6730,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003151/ScoringFiles/PGS003151.txt.gz,6730,1
PGS003152,Triglycerides,343992,DBSLMM,DBSLMM default parameter,8924752,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003152/ScoringFiles/PGS003152.txt.gz,8924704,0.999994621699292
PGS003153,Triglycerides,343992,PRS-CS,PRS-CS (auto)auto,1113831,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003153/ScoringFiles/PGS003153.txt.gz,1113831,1
PGS003154,Vitamin B12,51453,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=1;Lambda=0.00695,314838,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003154/ScoringFiles/PGS003154.txt.gz,314838,1
PGS003155,Vitamin B12,51453,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=3.98e-02",40176,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003155/ScoringFiles/PGS003155.txt.gz,40176,1
PGS003156,Vitamin B12,51453,PLINK,LD Clumping through Plink1.9 & P-value threshold <=2.00e-03,88908,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003156/ScoringFiles/PGS003156.txt.gz,88908,1
PGS003157,Vitamin B12,51453,DBSLMM,DBSLMM default parameter,10318270,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003157/ScoringFiles/PGS003157.txt.gz,10318270,1
PGS003158,Vitamin B12,51453,PRS-CS,PRS-CS (auto),1113819,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003158/ScoringFiles/PGS003158.txt.gz,1113819,1
PGS003159,Vitamin B12,51453,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.5;Lambda=0.001,313902,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003159/ScoringFiles/PGS003159.txt.gz,201113,0.640687220852368
PGS003160,Vitamin B12,51453,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.00e-01",83714,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003160/ScoringFiles/PGS003160.txt.gz,83714,1
PGS003161,Vitamin B12,51453,PLINK,LD Clumping through Plink1.9 & P-value threshold <=5.00e-06,190297,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003161/ScoringFiles/PGS003161.txt.gz,190297,1
PGS003162,Vitamin B12,51453,DBSLMM,DBSLMM default parameter,10318272,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003162/ScoringFiles/PGS003162.txt.gz,10318270,0.999999806169095
PGS003163,Vitamin B12,51453,PRS-CS,PRS-CS (auto),1113819,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003163/ScoringFiles/PGS003163.txt.gz,1113819,1
PGS003164,Vitamin B12,1210,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=1;Lambda=0.1,263612,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003164/ScoringFiles/PGS003164.txt.gz,2307,0.008751498414336221
PGS003165,Vitamin B12,1210,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=2.51e-06",9,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003165/ScoringFiles/PGS003165.txt.gz,9,1
PGS003166,Vitamin B12,1210,PLINK,LD Clumping through Plink1.9 & P-value threshold <=2.51e-06,9,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003166/ScoringFiles/PGS003166.txt.gz,9,1
